iter	Logloss
316	0.03594368689
317	0.03583553733
318	0.03578608925
319	0.0357093154
320	0.03565303126
321	0.03555018834
322	0.03551992733
323	0.03540952896
324	0.03533435573
325	0.03522277746
326	0.03514691375
327	0.03508914108
328	0.03502277723
329	0.03485072059
330	0.0347588113
331	0.03469309295
332	0.03464367089
333	0.03459542356
334	0.03452246526
335	0.0344544024
336	0.03441071726
337	0.03434452479
338	0.03427015559
339	0.03419052269
340	0.0341430996
341	0.03411132591
342	0.03401854513
343	0.03397480392
344	0.03394058636
345	0.03390429688
346	0.03385991533
347	0.03378538623
348	0.03368331724
349	0.03356987113
350	0.03350005631
351	0.03343640155
352	0.0333357817
353	0.03331337237
354	0.03324198675
355	0.03315805737
356	0.03306755033
357	0.03301825127
358	0.03297634204
359	0.03292199348
360	0.03281808179
361	0.03275915493
362	0.0326935605
363	0.03266176595
364	0.0325741519
365	0.0325302642
366	0.03248351802
367	0.03244821759
368	0.03232925635
369	0.03227910456
370	0.03216402226
371	0.03210273622
372	0.03206380297
373	0.03198758212
374	0.03194401072
375	0.03186204326
376	0.03182400804
377	0.03178456769
378	0.03170107112
379	0.03168115898
380	0.03160132044
381	0.03153603061
382	0.0314803363
383	0.03140294578
384	0.0313108635
385	0.03122825614
386	0.03113900063
387	0.03103403635
388	0.03098354386
389	0.03085541084
390	0.03076057275
391	0.03073887536
392	0.03067247518
393	0.0305313853
394	0.0304046749
395	0.03027763705
396	0.03020042255
397	0.03006678595
398	0.0300126623
399	0.02992013246
400	0.02985603648
401	0.02979169979
402	0.02974841754
403	0.02966934124
404	0.0296424522
405	0.0295998293
406	0.02955817975
407	0.02953536324
408	0.02947817116
409	0.02944942416
410	0.029418237
411	0.02937118168
412	0.02933238866
413	0.02928341845
414	0.02924670214
415	0.02916617737
416	0.029107131
417	0.02903982821
418	0.02901339244
419	0.02898193813
420	0.02894482907
421	0.02888413887
422	0.02880305011
423	0.02874975461
424	0.02868185835
425	0.02865830784
426	0.02858089776
427	0.02850555151
428	0.02847046114
429	0.02839359898
430	0.02827793293
431	0.02820371427
432	0.02810029987
433	0.02797750921
434	0.02793303375
435	0.02782920844
436	0.02776375766
437	0.02773041725
438	0.02771135732
439	0.02767525153
440	0.02760725799
441	0.02753455794
442	0.02746739744
443	0.02742347821
444	0.02738425298
445	0.02734833015
446	0.02727350577
447	0.02723022553
448	0.02718226919
449	0.02714975861
450	0.02705748647
451	0.02701417066
452	0.02694274632
453	0.02692533309
454	0.02686954479
455	0.02684833775
456	0.02682683415
457	0.02677291662
458	0.02671512013
459	0.02664406165
460	0.02662889237
461	0.02657531595
462	0.02652969063
463	0.0264519155
464	0.02641357722
465	0.02633545155
466	0.02629182168
467	0.0262718161
468	0.02620362727
469	0.02619057647
470	0.02612143443
471	0.02607987709
472	0.02606158109
473	0.02603595534
474	0.02599123037
475	0.02592479974
476	0.02588801932
477	0.025823617
478	0.02578194011
479	0.0257659085
480	0.02572782873
481	0.02566637084
482	0.0256323731
483	0.02552000749
484	0.02546144993
485	0.02543300293
486	0.02537343192
487	0.02532082586
488	0.02524331449
489	0.02518993854
490	0.02511347892
491	0.0250590036
492	0.0250243088
493	0.02498673012
494	0.02494256347
495	0.02487086908
496	0.02484063204
497	0.02480397673
498	0.02477552661
499	0.02470493616
500	0.02467780668
501	0.02464564085
502	0.02459184717
503	0.02455534705
504	0.02450623196
505	0.02443345424
506	0.02438844175
507	0.02435753197
508	0.02433392578
509	0.02426105291
510	0.02422407108
511	0.02419573322
512	0.02416699997
513	0.02408162205
514	0.02405051359
515	0.02403731208
516	0.0239938616
517	0.02396853126
518	0.02390444091
519	0.02386991141
520	0.02385618775
521	0.02381066215
522	0.02374768888
523	0.02370057123
524	0.02366100406
525	0.0236014189
526	0.02356278753
527	0.02355044667
528	0.02346472861
529	0.02343275332
530	0.02336099795
531	0.02332911528
532	0.02328776508
533	0.023223563
534	0.02317453129
535	0.02313625881
536	0.02308729881
537	0.02305455258
538	0.02300432296
539	0.02295530192
540	0.02288381462
541	0.02283489332
542	0.02281159935
543	0.02280153825
544	0.02271115638
545	0.02268598133
546	0.02266932755
547	0.02261716139
548	0.02258829826
549	0.02253782432
550	0.02246083226
551	0.022416161
552	0.02239107122
553	0.02234405341
554	0.02233231416
555	0.02225842514
556	0.02224000509
557	0.02222684986
558	0.02216151791
559	0.02209887893
560	0.02205383811
561	0.0220056062
562	0.02194079969
563	0.02191328209
564	0.02186116523
565	0.02180790447
566	0.02177049293
567	0.0217283967
568	0.02167205786
569	0.02165675478
570	0.02161845415
571	0.02154410858
572	0.02150912278
573	0.02145349423
574	0.02142836786
575	0.02138927994
576	0.02133366489
577	0.02128687402
578	0.02125893587
579	0.02123158994
580	0.02115954333
581	0.02114200945
582	0.02110731001
583	0.02109635077
584	0.02107389827
585	0.02102407487
586	0.02101099556
587	0.02093278308
588	0.0209005781
589	0.02088146566
590	0.0208399919
591	0.02079585967
592	0.02076120499
593	0.02071431993
594	0.02064808553
595	0.02059342849
596	0.02054372083
597	0.02049982888
598	0.02045855089
599	0.02041669037
600	0.0203796133
601	0.02031790165
602	0.02028678953
603	0.02023499187
604	0.02019126697
605	0.02015586322
606	0.02013395526
607	0.02010402072
608	0.02004668584
609	0.02001048724
610	0.01996459869
611	0.01991166724
612	0.01984513048
613	0.0198318439
614	0.01976947483
615	0.01973621547
616	0.01972183986
617	0.01970968266
618	0.01967498322
619	0.01963171325
620	0.01959197128
621	0.0195809285
622	0.01956030065
623	0.01952922473
624	0.01947718771
625	0.01944705643
626	0.01939497946
627	0.01935522263
628	0.01931185881
629	0.0192706059
630	0.01922299129
631	0.01916715694
632	0.01916056585
633	0.01913922169
634	0.01912744646
635	0.01909959206
636	0.01905675278
637	0.01904376017
638	0.01899494073
639	0.01893359225
640	0.01889081488
641	0.01885816688
642	0.01881898309
643	0.01876558469
644	0.01872909512
645	0.01869941428
646	0.01865063059
647	0.0185950527
648	0.01858190779
649	0.01854236596
650	0.01848209146
651	0.01842207226
652	0.01837889293
653	0.01833918277
654	0.01827448202
655	0.01826663633
656	0.01821514041
657	0.0181554002
658	0.01810937611
659	0.0180895011
660	0.0180560524
661	0.01801181564
662	0.01795827538
663	0.01792217233
664	0.01788018527
665	0.01785847251
666	0.01785094496
667	0.01778303503
668	0.01776712423
669	0.01771739449
670	0.01767689948
671	0.01766883748
672	0.01765175579
673	0.01761577828
674	0.01757606926
675	0.01755515143
676	0.01753328839
677	0.01747236678
678	0.01743618129
679	0.01741511629
680	0.01740767488
681	0.01736967998
682	0.01731553114
683	0.01728216098
684	0.01726934026
685	0.01723270598
686	0.01717441555
687	0.0171446155
688	0.0171078355
689	0.01706638259
690	0.01700647041
691	0.01699645254
692	0.01697470126
693	0.01694610248
694	0.01690318885
695	0.01688359921
696	0.01686120623
697	0.01681439279
698	0.01677829875
699	0.01677042926
700	0.01673888965
701	0.01671029648
702	0.0166932255
703	0.01664091616
704	0.01657476683
705	0.01655063116
706	0.01652869988
707	0.01650499395
708	0.01647602048
709	0.01646040981
710	0.01641915347
711	0.01639317136
712	0.0163481274
713	0.01630830486
714	0.01628095464
715	0.01623648637
716	0.01619091887
717	0.01615890969
718	0.0161066911
719	0.01607325407
720	0.01604556214
721	0.01603866677
722	0.01601551589
723	0.0159971765
724	0.01593743037
725	0.01591393978
726	0.01589102004
727	0.01586727835
728	0.01584525279
729	0.01581146057
730	0.01576142957
731	0.01571146842
732	0.01568103714
733	0.01564275905
734	0.01563461642
735	0.01559351549
736	0.01557419595
737	0.01554480434
738	0.01553896518
739	0.01550613422
740	0.01547488274
741	0.01545116228
742	0.01540988949
743	0.01537014036
744	0.01536266761
745	0.01534534123
746	0.01529503518
747	0.01526199813
748	0.01523874421
749	0.0152083072
750	0.01520091063
751	0.01514285489
752	0.01509622813
753	0.01506051273
754	0.01504360095
755	0.01502662794
756	0.01498304922
757	0.01492740848
758	0.01490629403
759	0.01485678521
760	0.01484754888
761	0.01482569638
762	0.01480391073
763	0.01477964683
764	0.01472194456
765	0.01469866431
766	0.01466977287
767	0.01465383077
768	0.01461737978
769	0.01458551067
770	0.01453735915
771	0.01453237473
772	0.01450984006
773	0.01447916921
774	0.01447432019
775	0.0144528287
776	0.01441743571
777	0.01439500405
778	0.01437807892
779	0.01433617828
780	0.0143098185
781	0.01425620099
782	0.0142379781
783	0.01421784639
784	0.01419892647
785	0.01417085727
786	0.0141534261
787	0.01413392883
788	0.01409913291
789	0.01407363255
790	0.01404703705
791	0.01402809625
792	0.01401735924
793	0.01398698378
794	0.01394306604
795	0.01391640474
796	0.01389318848
797	0.01387294409
798	0.01386884289
799	0.01383938447
800	0.01383065992
801	0.01379857907
802	0.01379457182
803	0.01376886438
804	0.01376500931
805	0.013727492
806	0.01370911654
807	0.0136821676
808	0.01365786653
809	0.01363385488
810	0.01359198291
811	0.01356742803
812	0.01355304367
813	0.01352593798
814	0.01349395844
815	0.01346939902
816	0.0134177297
817	0.01339314254
818	0.01337767337
819	0.01334763485
820	0.01331389809
821	0.01329095133
822	0.01326403634
823	0.01323293411
824	0.01321330721
825	0.01316700538
826	0.01315759022
827	0.01313154837
828	0.01308693131
829	0.01304937525
830	0.01302687005
831	0.01299566996
832	0.01297944444
833	0.01294995144
834	0.01292685008
835	0.012904348
836	0.01288845832
837	0.01283761106
838	0.01280164675
839	0.01278356243
840	0.01274828707
841	0.01274146072
842	0.01271924961
843	0.01269868858
844	0.01269272304
845	0.01267078193
846	0.01262254202
847	0.01260294214
848	0.01258178429
849	0.0125652905
850	0.01256180402
851	0.01254225463
852	0.01251251892
853	0.01249059996
854	0.01248727878
855	0.01245824961
856	0.01244902979
857	0.01241442154
858	0.01239124364
859	0.01237773452
860	0.01236272406
861	0.01234329892
862	0.01232028598
863	0.01227473306
864	0.01224721753
865	0.0122314469
866	0.01220897274
867	0.01219477409
868	0.01218808898
869	0.01217042531
870	0.01213866403
871	0.01213553627
872	0.01211616905
873	0.01207378755
874	0.01206088672
875	0.01204725601
876	0.01203326615
877	0.01201450577
878	0.01199634579
879	0.01197412884
880	0.01196619504
881	0.01193849054
882	0.01192204208
883	0.01191815951
884	0.01190125963
885	0.01188200456
886	0.01185353184
887	0.01181340591
888	0.01180014616
889	0.01178475755
890	0.01176062518
891	0.01174401003
892	0.01172710299
893	0.01170654874
894	0.01168596175
895	0.01167326881
896	0.01165312598
897	0.01164670085
898	0.01161900724
899	0.01159493957
900	0.01156866246
901	0.0115515476
902	0.01153748218
903	0.01153262804
904	0.01151707211
905	0.01150623372
906	0.01147179491
907	0.01144498755
908	0.01141965949
909	0.01141432756
910	0.01140067856
911	0.01138742925
912	0.01136159467
913	0.01134247484
914	0.0113169432
915	0.01129820423
916	0.01128183322
917	0.0112477349
918	0.01123040191
919	0.01121265901
920	0.01118714332
921	0.01115958128
922	0.01114617091
923	0.0111213568
924	0.01109842253
925	0.01109007856
926	0.01107752455
927	0.01106746037
928	0.01105549552
929	0.01101877643
930	0.01100709049
931	0.01098465282
932	0.01097197937
933	0.01095506734
934	0.01093936164
935	0.01092001598
936	0.01089643928
937	0.01088248853
938	0.01086608854
939	0.01085021867
940	0.0108460745
941	0.0108220957
942	0.01079081773
943	0.01077498837
944	0.01075505635
945	0.01073899052
946	0.01072868005
947	0.01072460973
948	0.0107098023
949	0.01069346171
950	0.01068233916
951	0.01066897887
952	0.01064697815
953	0.01064343796
954	0.01063270425
955	0.01061707529
956	0.01060719445
957	0.01058539681
958	0.01056681447
959	0.01055640995
960	0.01054476002
961	0.010529457
962	0.01049218665
963	0.01047756261
964	0.01045246968
965	0.01043535868
966	0.01042616727
967	0.01041369687
968	0.01040361796
969	0.01039978293
970	0.01039587717
971	0.01037937942
972	0.01035981271
973	0.0103437741
974	0.01032878973
975	0.0103145264
976	0.01027661517
977	0.01027085852
978	0.01024656007
979	0.01021446157
980	0.01019753987
981	0.01019229749
982	0.01016681707
983	0.01015146053
984	0.01013950869
985	0.01012862268
986	0.01011892407
987	0.01010402551
988	0.01009244517
989	0.01008022817
990	0.01005430228
991	0.01002851255
992	0.01000721687
993	0.01000366689
994	0.009989527324
995	0.009978375443
996	0.009959518991
997	0.009944454852
998	0.009932852558
999	0.009924631516
